event_id,HitposX_0,HitposY_0,HitE_per_bar_0,HitBar_0,ClusterposX_0,ClusterposY_0,Cluster_Eng_0,N_Clusters_0,Cluster_Size_0,HitposX_1,HitposY_1,HitE_per_bar_1,HitBar_1,ClusterposX_1,ClusterposY_1,Cluster_Eng_1,N_Clusters_1,Cluster_Size_1,HitposX_2,HitposY_2,HitE_per_bar_2,HitBar_2,ClusterposX_2,ClusterposY_2,Cluster_Eng_2,N_Clusters_2,Cluster_Size_2,HitposX_3,HitposY_3,HitE_per_bar_3,HitBar_3,ClusterposX_3,ClusterposY_3,Cluster_Eng_3,N_Clusters_3,Cluster_Size_3,HitposX_8,HitposY_8,HitE_per_bar_8,HitBar_8,ClusterposX_8,ClusterposY_8,Cluster_Eng_8,N_Clusters_8,Cluster_Size_8,HitposX_9,HitposY_9,HitE_per_bar_9,HitBar_9,ClusterposX_9,ClusterposY_9,Cluster_Eng_9,N_Clusters_9,Cluster_Size_9,HitposX_10,HitposY_10,HitE_per_bar_10,HitBar_10,ClusterposX_10,ClusterposY_10,Cluster_Eng_10,N_Clusters_10,Cluster_Size_10,HitposX_11,HitposY_11,HitE_per_bar_11,HitBar_11,ClusterposX_11,ClusterposY_11,Cluster_Eng_11,N_Clusters_11,Cluster_Size_11
15,[ 0.01095523 -0.00506471],[-0.0059555   0.00580431],[1.6050992 1.7645432],[ 0 31],"[0.01095522753894329, -0.005064706318080425]","[-0.005955498665571213, 0.0058043054305016994]","[1.6050992012023926, 1.7645431756973267]",2,2,[0.01343554 0.01338702],[-0.00453209 -0.00450272],[1.6997217 1.1658732],[ 0 31],"[0.013435540720820427, 0.013387022539973259]","[-0.004532088525593281, -0.004502724390476942]","[1.6997216939926147, 1.1658731698989868]",2,2,[-0.10024597 -0.2968414 ],[0.00026246 0.10679636],[5.2075334 4.880117 ],[ 0 31],"[-0.10024597495794296, -0.29684141278266907]","[0.0002624566259328276, 0.10679636150598526]","[5.207533359527588, 4.880116939544678]",2,2,[-0.03866623 -0.03783912],[0.4226543 0.4168052],[1.2328048 1.270892 ],[ 0 31],"[-0.03866622596979141, -0.037839122116565704]","[0.42265430092811584, 0.4168052077293396]","[1.232804775238037, 1.2708920240402222]",2,2,[-0.03487737  0.01243456],[ 0.14826834 -0.00560745],[4.115295  2.1890373],[ 0 31],"[-0.03487737104296684, 0.012434559874236584]","[0.14826834201812744, -0.005607450380921364]","[4.115294933319092, 2.189037322998047]",2,2,[0.01290401 0.0130158 ],[-0.00388672 -0.0039632 ],[2.299492   0.23076144],[29 30],[0.012914208695292473],[-0.003893695306032896],[2.5302534103393555],1,2,[0.00655538 0.00662421],[-0.00828349 -0.00824236],[2.5116897  0.50907785],[2 3],[0.006566978991031647],[-0.008276554755866528],[3.0207674503326416],1,2,[-0.03198922 -0.03062642],[0.37498134 0.3660483 ],[0.8036909 2.1644714],[14 15],[-0.030995426699519157],[0.3684670925140381],[2.9681622982025146],1,2
16,[0.00881583 0.00877601],[-0.02418521 -0.0242525 ],[1.3817526 1.238229 ],[ 0 31],"[0.008815830573439598, 0.008776014670729637]","[-0.024185214191675186, -0.024252500385046005]","[1.381752610206604, 1.2382290363311768]",2,2,[0.00824057 0.00821973],[-0.0247434  -0.02472896],[1.3812065 1.416449 ],[ 0 31],"[0.008240566588938236, 0.008219725452363491]","[-0.024743402376770973, -0.024728961288928986]","[1.3812065124511719, 1.416448950767517]",2,2,[0.00961083 0.00945485],[-0.0205186  -0.02075152],[1.4611778 1.3233539],[ 0 31],"[0.009610830806195736, 0.009454846382141113]","[-0.020518602803349495, -0.020751524716615677]","[1.4611778259277344, 1.323353886604309]",2,2,[-0.07457672 -0.07324983],[-0.22448263 -0.22199526],[1.2198972 1.4677981],[ 0 31],"[-0.0745767205953598, -0.07324983179569244]","[-0.22448262572288513, -0.2219952642917633]","[1.2198971509933472, 1.467798113822937]",2,2,[0.00807713 0.00799455],[-0.02466538 -0.02469729],[1.2801424 1.3776506],[ 0 31],"[0.00807713158428669, 0.007994551211595535]","[-0.02466537617146969, -0.02469729073345661]","[1.2801424264907837, 1.3776506185531616]",2,2,[-0.01892406  0.00788332],[-0.0709259  -0.02460943],[2.8335383  0.25807598],[29 30],[-0.01668628677725792],[-0.06705957651138306],[3.091614246368408],1,2,[0.00893253 0.00891731],[-0.02178097 -0.02181225],[2.4595337 0.4486163],[2 3],[0.008930182084441185],[-0.021785793825984],[2.9081499576568604],1,2,[-0.06319062 -0.0621923 ],[-0.20292926 -0.2010006 ],[1.9319239 1.338767 ],[14 15],[-0.06278198957443237],[-0.20213982462882996],[3.27069091796875],1,2
17,[ 0.01839195 -0.14939477],[-0.04378347  0.06292626],[2.1544228 2.80201  ],[ 0 31],"[0.01839194819331169, -0.14939476549625397]","[-0.04378347098827362, 0.06292625516653061]","[2.1544227600097656, 2.8020100593566895]",2,2,[0.00191378 0.00197224],[-0.00225513 -0.002261  ],[1.5705414 1.2951485],[ 0 31],"[0.0019137781346216798, 0.00197224086150527]","[-0.00225513381883502, -0.0022609997540712357]","[1.5705413818359375, 1.295148491859436]",2,2,[-0.0072269   1.1108273  -0.04752587],[-0.00569701 -0.6198238  -0.04194137],[1.5239724e+00 3.7758204e-05 3.1737223e+00],[ 0  1 31],"[-0.007199196610599756, -0.04752587154507637]","[-0.005712227430194616, -0.04194137454032898]","[1.524010181427002, 3.173722267150879]",2,3,[-0.32587487 -0.3184553 ],[-0.6096597  -0.59811634],[0.8671666 2.0115967],[ 0 31],"[-0.32587486505508423, -0.318455308675766]","[-0.6096596717834473, -0.5981163382530212]","[0.8671665787696838, 2.0115966796875]",2,2,[-0.00087958  0.45375946],[-0.00253009 -0.21638754],[1.5309492 4.3332396],[ 0 31],"[-0.000879578641615808, 0.45375946164131165]","[-0.002530087949708104, -0.216387540102005]","[1.5309492349624634, 4.333239555358887]",2,2,[-0.00560504  0.00217678],[ 0.02424999 -0.00218328],[2.9559982  0.34124926],[29 30],[-0.004799661226570606],[0.021514277905225754],[3.2972474098205566],1,2,[-0.00543526 -0.00744541],[-0.00474866  0.07969308],[2.0897532 1.6365737],[2 3],[-0.006318099796772003],[0.0323374904692173],[3.7263269424438477],1,2,[-0.27274865 -0.23745558],[-0.5278614 -0.5260852],[2.2424464 1.041354 ],[14 15],[-0.26155656576156616],[-0.5272981524467468],[3.2838003635406494],1,2
18,[-0.00629515 -0.0039543 ],[-0.00106326 -0.01494421],[1.4838449 1.58041  ],[ 0 31],"[-0.006295146886259317, -0.003954296465963125]","[-0.001063261879608035, -0.014944211579859257]","[1.4838448762893677, 1.5804100036621094]",2,2,[-0.00451728 -0.00444418],[-0.00437178 -0.00444979],[1.445117  1.2559923],[ 0 31],"[-0.004517281893640757, -0.004444182850420475]","[-0.004371783696115017, -0.004449790343642235]","[1.4451169967651367, 1.2559922933578491]",2,2,[-0.00676806 -0.00677213],[0.00037527 0.00036627],[1.5809593 1.2453256],[ 0 31],"[-0.006768056191504002, -0.006772125605493784]","[0.0003752724442165345, 0.0003662654780782759]","[1.5809593200683594, 1.2453255653381348]",2,2,[0.22970228 0.22700243],[0.207954   0.20647092],[1.8847198  0.87827784],[ 0 31],"[0.22970227897167206, 0.22700242698192596]","[0.20795400440692902, 0.20647092163562775]","[1.8847198486328125, 0.8782778382301331]",2,2,[-0.00603688 -0.0060138 ],[-0.00183872 -0.00195004],[1.3680156 1.54477  ],[ 0 31],"[-0.006036884151399136, -0.0060138036496937275]","[-0.0018387215677648783, -0.0019500358030200005]","[1.3680156469345093, 1.5447700023651123]",2,2,[ 0.00321782 -0.00373836],[ 0.01614542 -0.00489135],[2.86112    0.20773533],[29 30],[0.0027469443157315254],[0.014721411280333996],[3.0688552856445312],1,2,[ 0.03430728 -0.00720014],[0.01606676 0.00032636],[3.0125334 0.5286407],[2 3],[0.028110885992646217],[0.01371697150170803],[3.5411741733551025],1,2,[  0.23603442   0.19175628 -14.40568   ],[ 0.1593552   0.18698895 11.9038515 ],[1.8941298  1.9606943  0.79235244],[14 15 21],"[0.2135130614042282, -14.405679702758789]","[0.17341065406799316, 11.903851509094238]","[3.8548240661621094, 0.7923524379730225]",2,3
19,[0.00969155 0.00952493],[-0.00373768 -0.00368963],[1.2650034 1.2199283],[ 0 31],"[0.009691547602415085, 0.009524931199848652]","[-0.0037376838736236095, -0.003689633682370186]","[1.2650034427642822, 1.21992826461792]",2,2,[ 0.00408729 -0.20156123],[-0.0035088  -0.06335314],[1.3643715 3.4993463],[ 0 31],"[0.004087293986231089, -0.20156122744083405]","[-0.003508796216920018, -0.06335313618183136]","[1.3643715381622314, 3.4993462562561035]",2,2,[0.01536476 0.01520403],[-0.00599449 -0.00594551],[1.9046683 1.2568429],[ 0 31],"[0.015364756807684898, 0.015204031951725483]","[-0.005994489416480064, -0.005945510696619749]","[1.9046683311462402, 1.256842851638794]",2,2,[0.01340116 0.01257593],[-0.04199664 -0.04141475],[1.5579447 1.2872313],[ 0 31],"[0.013401160947978497, 0.012575933709740639]","[-0.041996635496616364, -0.04141474515199661]","[1.557944655418396, 1.2872313261032104]",2,2,[0.00818519 0.01429883],[-0.00345149 -0.060177  ],[1.3930726 1.840512 ],[ 0 31],"[0.008185193873941898, 0.014298825524747372]","[-0.0034514914732426405, -0.06017700210213661]","[1.3930726051330566, 1.8405120372772217]",2,2,[0.00295128 0.0029631 ],[-0.00340428 -0.00345016],[2.587019  0.2024354],[29 30],[0.0029521354008466005],[-0.003407607087865472],[2.789454460144043],1,2,[0.01399001 0.01393798],[-0.00539456 -0.00537878],[2.2063704 0.4634774],[2 3],[0.013980982825160027],[-0.0053918203338980675],[2.6698477268218994],1,2,[0.00582775 0.00496737],[-0.03632223 -0.03564713],[1.2825958 1.4876912],[14 15],[0.0053657107055187225],[-0.03595968708395958],[2.770287036895752],1,2
20,[0.06151024 0.00626313],[-0.0993581  -0.00712975],[3.0023496 1.5053279],[ 0 31],"[0.06151023507118225, 0.006263125687837601]","[-0.09935810416936874, -0.007129746023565531]","[3.002349615097046, 1.5053279399871826]",2,2,[ 0.00444669 -3.834254    0.0044436 ],[-0.00732948  0.22882836 -0.00735053],[1.5566167 1.9192222 1.4868374],[ 0 29 31],"[0.004446692299097776, -3.834254026412964, 0.00444359565153718]","[-0.007329476065933704, 0.22882835566997528, -0.007350525353103876]","[1.5566166639328003, 1.9192222356796265, 1.486837387084961]",3,3,[0.01098769 0.010845  ],[-0.00378962 -0.00394401],[1.4611819 1.1411594],[ 0 31],"[0.010987692512571812, 0.010844996199011803]","[-0.003789622336626053, -0.003944010473787785]","[1.461181879043579, 1.1411594152450562]",2,2,[-0.2338603  -0.22454068],[-0.17715761 -0.20372069],[1.2973303 2.022644 ],[ 0 31],"[-0.2338602989912033, -0.22454068064689636]","[-0.17715761065483093, -0.20372068881988525]","[1.2973302602767944, 2.02264404296875]",2,2,[0.00568734 0.00563364],[-0.00746437 -0.00744679],[1.5242707 1.2147584],[ 0 31],"[0.005687336903065443, 0.005633635446429253]","[-0.007464365568011999, -0.0074467891827225685]","[1.5242706537246704, 1.2147583961486816]",2,2,[ 0.00423553 -0.09165224],[-0.00711525  0.09296256],[3.9616165 0.7472192],[29 30],[-0.01098036952316761],[0.008765547536313534],[4.708835601806641],1,2,[-0.01074972  0.00932901],[-0.04013122 -0.0052208 ],[2.7079372 0.5222212],[2 3],[-0.00750358123332262],[-0.03448724001646042],[3.2301583290100098],1,2,[ 0.0761404  -0.14528066],[-0.14551029 -0.10388991],[4.9319477 3.8254929],[14 15],[-0.02058245614171028],[-0.12732934951782227],[8.757440567016602],1,2
21,[-0.01945623 -0.01926753],[0.00209124 0.00209335],[1.6086271 1.3635663],[ 0 31],"[-0.019456233829259872, -0.019267525523900986]","[0.002091238973662257, 0.0020933484192937613]","[1.6086270809173584, 1.363566279411316]",2,2,[-0.01376407  3.9264677  -0.01363462],[ 0.00283294 -0.41884425  0.00286587],[1.5240755  0.38874274 1.3006935 ],[ 0  1 31],"[0.787010669708252, -0.01363462395966053]","[-0.0828646719455719, 0.002865867456421256]","[1.912818193435669, 1.3006935119628906]",2,3,[-0.02629249 -0.02609151],[-2.7017286e-05  5.5352750e-05],[1.221578  1.2147967],[ 0 31],"[-0.02629249356687069, -0.02609151042997837]","[-2.7017285901820287e-05, 5.535274976864457e-05]","[1.2215780019760132, 1.2147966623306274]",2,2,[0.26268044 0.2401222 ],[-0.05805962 -0.04278143],[2.0215054 1.1467505],[ 0 31],"[0.26268044114112854, 0.24012219905853271]","[-0.05805961787700653, -0.04278143122792244]","[2.021505355834961, 1.1467504501342773]",2,2,[-0.0176759 13.40247   -0.0174946],[ 0.00228783 -1.8310547   0.00232503],[1.3903741  0.00171926 1.406293  ],[ 0 30 31],"[-0.017675897106528282, -0.001108073745854199]","[0.002287834184244275, 8.637544669909403e-05]","[1.3903740644454956, 1.4080122709274292]",2,3,[-0.02427537  0.31805617],[-0.01562695  0.71407294],[3.6529677 1.4685361],[29 30],[0.073884516954422],[0.1936066448688507],[5.121503829956055],1,2,[-0.03196318 -0.02424665],[0.00302481 0.00091726],[3.4814973 0.5278631],[2 3],[-0.030947236344218254],[0.002747331280261278],[4.009360313415527],1,2,[0.21025339 0.20641291],[-0.04034648 -0.03998503],[1.2083809 1.2171156],[14 15],[0.20832623541355133],[-0.04016510397195816],[2.4254965782165527],1,2
22,[0.00677078 0.00674914],[0.00180089 0.00163972],[1.7001396 1.2673087],[ 0 31],"[0.006770779844373465, 0.00674914475530386]","[0.0018008910119533539, 0.0016397163271903992]","[1.7001396417617798, 1.2673087120056152]",2,2,[-0.03029645  0.00598764],[-0.08853802 -0.00358598],[2.4758425 1.3195722],[ 0 31],"[-0.030296452343463898, 0.005987635347992182]","[-0.0885380208492279, -0.003585978178307414]","[2.4758424758911133, 1.3195722103118896]",2,2,[0.00880568 0.00879838],[0.00420423 0.00412404],[1.4088149 1.2269709],[ 0 31],"[0.008805676363408566, 0.008798380382359028]","[0.004204230383038521, 0.004124036058783531]","[1.4088149070739746, 1.226970911026001]",2,2,[0.2654791  0.32463592],[0.35050607 0.3756091 ],[4.1024466  0.63957053],[ 0 31],"[0.26547908782958984, 0.32463592290878296]","[0.350506067276001, 0.3756090998649597]","[4.102446556091309, 0.6395705342292786]",2,2,[0.00639723 0.00639813],[0.00031235 0.00019833],[1.2982395 1.3441052],[ 0 31],"[0.006397234741598368, 0.006398132536560297]","[0.00031234684865921736, 0.00019833263650070876]","[1.2982394695281982, 1.3441052436828613]",2,2,[0.00587621 0.00592478],[-0.00414167 -0.00414841],[2.3356009  0.17362115],[29 30],[0.005879574920982122],[-0.004142137710005045],[2.5092220306396484],1,2,[0.00869015 0.00866336],[0.00363811 0.00360157],[2.1226163  0.69229275],[2 3],[0.008683561347424984],[0.0036291247233748436],[2.814908981323242],1,2,[0.29960734 0.2944675 ],[0.34345737 0.33688766],[0.6042473 2.4112697],[14 15],[0.29549741744995117],[0.3382040858268738],[3.015516996383667],1,2
23,[ 0.0397388  -0.01285168],[0.01053115 0.00219556],[2.5277026 1.3083384],[ 0 31],"[0.03973880410194397, -0.012851675041019917]","[0.010531152598559856, 0.0021955629345029593]","[2.527702569961548, 1.3083384037017822]",2,2,[-0.00954396 -0.00952973],[0.00486794 0.00491254],[1.5381414 1.399073 ],[ 0 31],"[-0.009543956257402897, -0.009529734961688519]","[0.004867936484515667, 0.004912542179226875]","[1.5381413698196411, 1.3990730047225952]",2,2,[-0.0175626   0.01611042],[-0.00142132  0.01138567],[1.409415  2.0374544],[ 0 31],"[-0.01756259612739086, 0.01611042395234108]","[-0.0014213211834430695, 0.011385668069124222]","[1.4094150066375732, 2.03745436668396]",2,2,[0.09069157 0.08821185],[0.02445991 0.02342073],[1.4493796 1.3155136],[ 0 31],"[0.09069157391786575, 0.08821184933185577]","[0.02445991151034832, 0.023420728743076324]","[1.449379563331604, 1.3155136108398438]",2,2,[-0.01210393 -0.04038782],[0.00325009 0.02312646],[1.5411503 1.7041373],[ 0 31],"[-0.012103925459086895, -0.040387824177742004]","[0.003250094596296549, 0.023126455023884773]","[1.5411503314971924, 1.7041373252868652]",2,2,[-0.00940611 -0.00949201],[0.00506755 0.00510642],[2.790487   0.22720438],[29 30],[-0.009412581101059914],[0.0050704749301075935],[3.0176913738250732],1,2,[-0.01577068 -0.01572487],[-0.00034412 -0.00032213],[2.3318    0.4897444],[2 3],[-0.015762733295559883],[-0.00034030506503768265],[2.8215444087982178],1,2,[0.06581705 0.06267583],[0.01384527 0.01249821],[1.1827458 1.6435134],[14 15],[0.06399039179086685],[0.013061930425465107],[2.826259136199951],1,2
24,[0.02172006 0.02161237],[0.00092198 0.00091555],[1.5999292 1.1270084],[ 0 31],"[0.021720057353377342, 0.021612368524074554]","[0.0009219840867444873, 0.0009155501611530781]","[1.5999292135238647, 1.1270084381103516]",2,2,[0.01766369 0.01754965],[0.00031236 0.00027361],[1.4299101 1.2422255],[ 0 31],"[0.01766369119286537, 0.017549650743603706]","[0.0003123647766187787, 0.0002736132009886205]","[1.4299100637435913, 1.2422255277633667]",2,2,[0.02442269 0.02436538],[0.00152188 0.00153795],[1.6484745 1.441678 ],[ 0 31],"[0.02442268654704094, 0.024365384131669998]","[0.0015218842308968306, 0.0015379507094621658]","[1.6484744548797607, 1.4416780471801758]",2,2,[-0.23608096 -0.23189476],[0.18012865 0.1773258 ],[1.3635927 1.9622597],[ 0 31],"[-0.23608095943927765, -0.23189476132392883]","[0.18012864887714386, 0.1773258000612259]","[1.3635927438735962, 1.9622596502304077]",2,2,[0.02081576 0.05463504],[0.00081531 0.02197302],[1.3405721 2.6750593],[ 0 31],"[0.020815763622522354, 0.05463503673672676]","[0.0008153148810379207, 0.02197301760315895]","[1.3405721187591553, 2.6750593185424805]",2,2,[-0.00545214  0.01688247],[3.6127446e-03 2.1883276e-05],[4.105041   0.18448785],[29 30],[-0.004491557367146015],[0.0034583057276904583],[4.289528846740723],1,2,[ 0.02383675 -0.02405179],[0.00174754 0.0685297 ],[2.0043385 1.1842816],[2 3],[0.0060505252331495285],[0.026551024988293648],[3.188620090484619],1,2,[-0.20706162 -0.20301493],[0.160386   0.15748946],[0.89868337 1.8495483 ],[14 15],[-0.2043382078409195],[0.1584366410970688],[2.7482316493988037],1,2
25,[0.00200604 0.00517159],[-0.00232432 -0.00383393],[1.4395885 3.1631465],[ 0 31],"[0.0020060434471815825, 0.005171593744307756]","[-0.00232431897893548, -0.0038339330349117517]","[1.4395885467529297, 3.163146495819092]",2,2,[0.00614954 0.00624547],[-0.0011392 -0.001089 ],[1.2835124 1.2367494],[ 0 31],"[0.006149539723992348, 0.006245467811822891]","[-0.0011391990119591355, -0.0010889952536672354]","[1.2835123538970947, 1.2367494106292725]",2,2,[-0.00300121 -0.00282864],[-0.00552573 -0.00536787],[1.6890509 1.2687637],[ 0 31],"[-0.003001211676746607, -0.002828636672347784]","[-0.005525727290660143, -0.0053678713738918304]","[1.6890509128570557, 1.2687636613845825]",2,2,[-0.56746227 -0.6284253 ],[-0.03044366 -0.03839061],[0.4134155 3.3951259],[ 0 31],"[-0.5674622654914856, -0.6284253001213074]","[-0.03044365718960762, -0.03839060664176941]","[0.41341549158096313, 3.3951258659362793]",2,2,[0.0035355 0.0036597],[-0.00147981 -0.0014369 ],[1.2716951 1.2021775],[ 0 31],"[0.0035355042200535536, 0.0036597035359591246]","[-0.0014798089396208525, -0.0014369029086083174]","[1.2716951370239258, 1.2021775245666504]",2,2,[-0.00494794  0.00663432],[ 0.07059904 -0.0007756 ],[5.0455055  0.35247204],[29 30],[-0.0041916570626199245],[0.06593848764896393],[5.397977352142334],1,2,[-0.00162411 -0.00156044],[-0.00395779 -0.00392509],[2.0284483  0.68294257],[2 3],[-0.0016080745263025165],[-0.003949555102735758],[2.711390972137451],1,2,[-0.50069    -0.45371687],[-0.02820539 -0.0401958 ],[1.2436726 1.78089  ],[14 15],[-0.47303178906440735],[-0.035265449434518814],[3.0245625972747803],1,2
26,[0.01585466 0.01578625],[0.01569471 0.01564565],[1.523243 1.433136],[ 0 31],"[0.01585466042160988, 0.01578625477850437]","[0.015694711357355118, 0.015645645558834076]","[1.5232429504394531, 1.433135986328125]",2,2,[-0.07820407  0.0118498 ],[0.14542128 0.01315531],[2.9032412 1.2830294],[ 0 31],"[-0.07820407301187515, 0.01184979546815157]","[0.14542128145694733, 0.013155314140021801]","[2.9032411575317383, 1.2830294370651245]",2,2,[0.01338561 0.01351454],[0.01807645 0.01806648],[1.780956  1.2563521],[ 0 31],"[0.013385608792304993, 0.013514535501599312]","[0.018076451495289803, 0.01806648261845112]","[1.7809560298919678, 1.2563520669937134]",2,2,[0.05974764 0.0700933 ],[0.5136303 0.5750144],[1.5671568 2.045271 ],[ 0 31],"[0.05974763631820679, 0.0700933039188385]","[0.5136302709579468, 0.5750144124031067]","[1.5671567916870117, 2.0452709197998047]",2,2,[-0.06400877  0.01484345],[0.15717122 0.01499495],[2.969696 1.39788 ],[ 0 31],"[-0.06400877237319946, 0.014843451790511608]","[0.15717121958732605, 0.014994954690337181]","[2.969696044921875, 1.397879958152771]",2,2,[0.01102248 0.01118836],[0.01200446 0.01215534],[2.5934358  0.19954978],[29 30],[0.011034328490495682],[0.012015237472951412],[2.792985439300537],1,2,[0.01438522 0.0144086 ],[0.0177307  0.01769921],[2.1808298 0.4957174],[2 3],[0.014389550313353539],[0.017724866047501564],[2.676547050476074],1,2,[0.03861144 0.03431498],[0.44961768 0.43659058],[0.5039865 2.2998762],[14 15],[0.035087261348962784],[0.4389321804046631],[2.8038625717163086],1,2
27,[0.00765538 0.06641287],[-0.00690039 -0.02911032],[1.5385258 2.0444958],[ 0 31],"[0.007655383087694645, 0.06641287356615067]","[-0.006900385022163391, -0.029110319912433624]","[1.5385258197784424, 2.0444958209991455]",2,2,[0.00883812 0.00890768],[-0.00810244 -0.00810355],[1.3314008 1.2984225],[ 0 31],"[0.00883811991661787, 0.0089076803997159]","[-0.008102444931864738, -0.008103547617793083]","[1.331400752067566, 1.2984224557876587]",2,2,[0.000455   0.00675577],[ 0.0499932  -0.00447557],[1.9623694 1.4403135],[ 0 31],"[0.0004549990117084235, 0.0067557720467448235]","[0.04999319836497307, -0.0044755712151527405]","[1.962369441986084, 1.440313458442688]",2,2,[-0.18322118 11.621166   -0.15977572],[ -0.20144676 -15.899258    -0.18603818],[2.0740423  0.23238932 1.5665894 ],[ 0  6 31],"[-0.18322117626667023, 11.621166229248047, -0.1597757190465927]","[-0.2014467567205429, -15.89925765991211, -0.18603818118572235]","[2.074042320251465, 0.23238931596279144, 1.56658935546875]",3,3,[ 0.00786326 -0.0268798 ],[-0.00739951  0.04014949],[1.5576687 1.759463 ],[ 0 31],"[0.00786326453089714, -0.026879796758294106]","[-0.007399511523544788, 0.040149491280317307]","[1.557668685913086, 1.7594629526138306]",2,2,[0.00922583 0.00924758],[-0.00787548 -0.00792541],[2.4134915 0.1939513],[29 30],[0.009227448143064976],[-0.007879192940890789],[2.607442855834961],1,2,[0.04125335 0.07354026],[0.02993837 0.11798225],[3.428982  0.9390308],[2 3],[0.04819435253739357],[0.04886595532298088],[4.36801290512085],1,2,[-0.13862805 -0.09282999],[-0.17096004 -0.14138068],[1.6765801 1.7401179],[14 15],[-0.11530319601297379],[-0.15589532256126404],[3.4166979789733887],1,2
